Numero a buscar, Tamaño n, Tiempo real, Encontrado
0,2000000,0.0000009537,s
5000,2000000,0.0003318787,n
61396,2000000,0.0003719330,n
152503,2000000,0.0003490448,n
214826,2000000,0.0003690720,n
322486,2000000,0.0003988743,s
3128036,2000000,0.0003578663,s
6337399,2000000,0.0003900528,s
10393545,2000000,0.0003988743,s
14700764,2000000,0.0003621578,n
187645041,2000000,0.0003671646,n
450057883,2000000,0.0003468990,n
1295390003,2000000,0.0003530979,n
1360839354,2000000,0.0003428459,n
1493283650,2000000,0.0003488064,n
1843349527,2000000,0.0003449917,n
1980098116,2000000,0.0154089928,n
2109248666,2000000,0.0003750324,n
2147445644,2000000,0.0003430843,n
214747085,2000000,0.0003571510,n
