Numero a buscar, Tamaño n, Tiempo real, Encontrado
0,1000000,0.0000009537,s
5000,1000000,0.0003340244,n
61396,1000000,0.0003869534,n
152503,1000000,0.0003919601,n
214826,1000000,0.0003480911,n
322486,1000000,0.0004429817,s
3128036,1000000,0.0003759861,s
6337399,1000000,0.0003421307,s
10393545,1000000,0.0006189346,s
14700764,1000000,0.0003509521,n
187645041,1000000,0.0003378391,n
450057883,1000000,0.0003631115,n
1295390003,1000000,0.0020389557,n
1360839354,1000000,0.0003859997,n
1493283650,1000000,0.0003681183,n
1843349527,1000000,0.0003509521,n
1980098116,1000000,0.0003640652,n
2109248666,1000000,0.0003089905,n
2147445644,1000000,0.0003709793,n
214747085,1000000,0.0004291534,n
