Numero a buscar, Tamaño n, Tiempo real, Encontrado
0,3000000,0.0000009537,s
5000,3000000,0.0004010201,n
61396,3000000,0.0003049374,n
152503,3000000,0.0002820492,n
214826,3000000,0.0003650188,n
322486,3000000,0.0003311634,s
3128036,3000000,0.0003640652,s
6337399,3000000,0.0003719330,s
10393545,3000000,0.0003819466,s
14700764,3000000,0.0002880096,n
187645041,3000000,0.0003619194,n
450057883,3000000,0.0003130436,n
1295390003,3000000,0.0003111362,n
1360839354,3000000,0.0003509521,n
1493283650,3000000,0.0003590584,n
1843349527,3000000,0.0007488728,n
1980098116,3000000,0.0003187656,n
2109248666,3000000,0.0003170967,n
2147445644,3000000,0.0003390312,n
214747085,3000000,0.0004041195,n
