Numero a buscar, Tamaño n, Tiempo real, Encontrado
0,1000000,0.0003099442,n
5000,1000000,0.0002939701,n
61396,1000000,0.0002980232,n
152503,1000000,0.0003101826,n
214826,1000000,0.0003099442,n
322486,1000000,0.0029051304,s
3128036,1000000,0.0003628731,s
6337399,1000000,0.0003178120,s
10393545,1000000,0.0002861023,s
14700764,1000000,0.0003800392,n
187645041,1000000,0.0003821850,n
450057883,1000000,0.0002989769,n
1295390003,1000000,0.0056109428,n
1360839354,1000000,0.0003530979,n
1493283650,1000000,0.0003669262,n
1843349527,1000000,0.0002980232,n
1980098116,1000000,0.0004029274,n
2109248666,1000000,0.0002930164,n
2147445644,1000000,0.0003089905,n
2147470852,1000000,0.0003287792,n
