Numero a buscar, Tamaño n, Tiempo real, Encontrado
0,3000000,0.0003221035,n
5000,3000000,0.0003108978,n
61396,3000000,0.0003747940,n
152503,3000000,0.0056099892,n
214826,3000000,0.0002839565,n
322486,3000000,0.0007860661,s
3128036,3000000,0.0004270077,s
6337399,3000000,0.0008399487,s
10393545,3000000,0.0002381802,s
14700764,3000000,0.0005209446,n
187645041,3000000,0.0003168583,n
450057883,3000000,0.0002601147,n
1295390003,3000000,0.0010399818,n
1360839354,3000000,0.0003221035,n
1493283650,3000000,0.0003380775,n
1843349527,3000000,0.0004470348,n
1980098116,3000000,0.0002479553,n
2109248666,3000000,0.0003008842,n
2147445644,3000000,0.0003130436,n
2147470852,3000000,0.0003139973,n
