Numero a buscar, Tamaño n, Tiempo real, Encontrado
0,8000000,0.0003118515,n
5000,8000000,0.0003221035,n
61396,8000000,0.0003979206,n
152503,8000000,0.0002989769,n
214826,8000000,0.0003001690,n
322486,8000000,0.0003299713,s
3128036,8000000,0.0003051758,s
6337399,8000000,0.0003080368,s
10393545,8000000,0.0003230572,s
14700764,8000000,0.0015528202,n
187645041,8000000,0.0003120899,n
450057883,8000000,0.0002629757,n
1295390003,8000000,0.0003321171,s
1360839354,8000000,0.0011880398,n
1493283650,8000000,0.0003130436,s
1843349527,8000000,0.0016119480,n
1980098116,8000000,0.0003108978,n
2109248666,8000000,0.0002939701,n
2147445644,8000000,0.0002858639,n
2147470852,8000000,0.0002968311,n
