Numero a buscar, Tamaño n, Tiempo real, Encontrado
0,7000000,0.000486851,n
5000,7000000,0.000477076,n
61396,7000000,0.000581026,n
152503,7000000,0.000504017,n
214826,7000000,0.000494957,n
322486,7000000,0.000464916,n
3128036,7000000,0.000478029,s
6337399,7000000,0.000614882,s
10393545,7000000,0.000473976,s
14700764,7000000,0.000576973,n
187645041,7000000,0.000571013,n
450057883,7000000,0.000500202,n
1295390003,7000000,0.00057888,n
1360839354,7000000,0.000567913,n
1493283650,7000000,0.000487089,s
1843349527,7000000,0.000468969,s
1980098116,7000000,0.000562906,n
2109248666,7000000,0.000497818,s
2147445644,7000000,0.000562191,n
2147470852,7000000,0.00058198,n
,,,
,,0.000526583,
