Numero a buscar, Tamaño n, Tiempo real, Encontrado
0,2000000,0.00059104,n
5000,2000000,0.000631094,n
61396,2000000,0.000586987,n
152503,2000000,0.000653982,n
214826,2000000,0.00050807,n
322486,2000000,0.000584841,n
3128036,2000000,0.000492096,s
6337399,2000000,0.00048995,n
10393545,2000000,0.00050211,n
14700764,2000000,0.000525951,n
187645041,2000000,0.000592947,n
450057883,2000000,0.000501871,n
1295390003,2000000,0.000576973,n
1360839354,2000000,0.000525951,n
1493283650,2000000,0.000606775,s
1843349527,2000000,0.000598908,n
1980098116,2000000,0.000507116,n
2109248666,2000000,0.000519037,n
2147445644,2000000,0.000579119,n
2147470852,2000000,0.000560045,n
,,,
,,0.000556743,
