Numero a buscar, Tamaño n, Tiempo real, Encontrado
0,5000000,0.00216198,n
5000,5000000,0.000451088,n
61396,5000000,0.000506878,n
152503,5000000,0.000505924,n
214826,5000000,0.000495911,n
322486,5000000,0.000544787,n
3128036,5000000,0.000559092,s
6337399,5000000,0.000559092,n
10393545,5000000,0.000467062,n
14700764,5000000,0.000488043,n
187645041,5000000,0.002320051,n
450057883,5000000,0.00049901,n
1295390003,5000000,0.000498056,n
1360839354,5000000,0.000476837,n
1493283650,5000000,0.000498056,s
1843349527,5000000,0.000509977,s
1980098116,5000000,0.000478029,n
2109248666,5000000,0.000579119,n
2147445644,5000000,0.000415087,n
2147470852,5000000,0.000457048,n
,,,
,,0.000673556,
