Numero a buscar, Tamaño n, Tiempo real, Encontrado
0,10000000,0.000511169,n
5000,10000000,0.002126932,n
61396,10000000,0.000504971,n
152503,10000000,0.000484943,n
214826,10000000,0.00049901,n
322486,10000000,0.000490904,s
3128036,10000000,0.000504017,s
6337399,10000000,0.000490189,s
10393545,10000000,0.000501156,s
14700764,10000000,0.002235889,n
187645041,10000000,0.002218962,n
450057883,10000000,0.000460863,n
1295390003,10000000,0.000464916,s
1360839354,10000000,0.000527144,n
1493283650,10000000,0.000558138,s
1843349527,10000000,0.000477076,s
1980098116,10000000,0.000555992,n
2109248666,10000000,0.000625849,s
2147445644,10000000,0.000488043,n
2147470852,10000000,0.000576019,s
,,,
,,0.000765109,
