Numero a buscar, Tamaño n, Tiempo real, Encontrado
0,6000000,0.000573158,n
5000,6000000,0.00058198,n
61396,6000000,0.000488043,n
152503,6000000,0.000472069,n
214826,6000000,0.000529051,n
322486,6000000,0.000588894,n
3128036,6000000,0.000498056,s
6337399,6000000,0.000564098,n
10393545,6000000,0.000550985,n
14700764,6000000,0.000451088,n
187645041,6000000,0.00050211,n
450057883,6000000,0.000494003,n
1295390003,6000000,0.000571013,n
1360839354,6000000,0.000575066,n
1493283650,6000000,0.000468016,s
1843349527,6000000,0.000482082,s
1980098116,6000000,0.00049901,n
2109248666,6000000,0.000483036,n
2147445644,6000000,0.000509024,n
2147470852,6000000,0.000588894,n
,,,
,,0.000523484,
