Numero a buscar, Tamaño n, Tiempo real, Encontrado
0,4000000,0.0005190372,encontrado
5000,4000000,0.0005040169,No
61396,4000000,0.0005199909,No
152503,4000000,0.0005021095,No
214826,4000000,0.0004961491,No
322486,4000000,0.0004820824,encontrado
3128036,4000000,0.0005171299,encontrado
6337399,4000000,0.0005261898,encontrado
10393545,4000000,0.0004508495,encontrado
14700764,4000000,0.0005168915,No
187645041,4000000,0.0005090237,No
450057883,4000000,0.0006349087,No
1295390003,4000000,0.0005590916,No
1360839354,4000000,0.0004558563,No
1493283650,4000000,0.0004508495,No
1843349527,4000000,0.0004739761,No
1980098116,4000000,0.0004630089,No
2109248666,4000000,0.0005071163,No
2147445644,4000000,0.0005109310,No
2147470852,4000000,0.0005149841,No
