Numero a buscar, Tamaño n, Tiempo real, Encontrado
0,8000000,0.0005779266,encontrado
5000,8000000,0.0005109310,No
61396,8000000,0.0004410744,No
152503,8000000,0.0005860329,No
214826,8000000,0.0005540848,No
322486,8000000,0.0005159378,encontrado
3128036,8000000,0.0005497932,encontrado
6337399,8000000,0.0005080700,encontrado
10393545,8000000,0.0005140305,encontrado
14700764,8000000,0.0005149841,No
187645041,8000000,0.0005791187,No
450057883,8000000,0.0005259514,No
1295390003,8000000,0.0005187988,encontrado
1360839354,8000000,0.0005412102,No
1493283650,8000000,0.0005249977,encontrado
1843349527,8000000,0.0006239414,No
1980098116,8000000,0.0005171299,No
2109248666,8000000,0.0005061626,No
2147445644,8000000,0.0005609989,No
2147470852,8000000,0.0005087852,No
