Numero a buscar, Tamaño n, Tiempo real, Encontrado
0,8000000,0.022721052,n
5000,8000000,0.020714045,n
61396,8000000,0.021363974,n
152503,8000000,0.023169994,n
214826,8000000,0.022784948,n
322486,8000000,0.019344091,n
3128036,8000000,0.021430969,n
6337399,8000000,0.020499945,n
10393545,8000000,0.021831989,n
14700764,8000000,0.021935225,n
187645041,8000000,0.020925045,n
450057883,8000000,0.021896124,n
1295390003,8000000,0.021919012,n
1360839354,8000000,0.021450996,n
1493283650,8000000,0.011808872,s
1843349527,8000000,0.022512198,s
1980098116,8000000,0.020746946,n
2109248666,8000000,0.019876957,s
2147445644,8000000,0.021006107,n
2147470852,8000000,0.022763014,n
,,,
,,0.021035075,
