Numero a buscar, Tamaño n, Tiempo real, Encontrado
0,7000000,0.017582893,n
5000,7000000,0.018465996,n
61396,7000000,0.018923044,n
152503,7000000,0.01688695,n
214826,7000000,0.017625094,n
322486,7000000,0.018573046,n
3128036,7000000,0.017603874,n
6337399,7000000,0.018065214,s
10393545,7000000,0.021538019,n
14700764,7000000,0.019434929,n
187645041,7000000,0.016533852,n
450057883,7000000,0.019510984,n
1295390003,7000000,0.01977396,n
1360839354,7000000,0.01875782,n
1493283650,7000000,0.02056098,s
1843349527,7000000,0.018996954,s
1980098116,7000000,0.01883316,n
2109248666,7000000,0.01925993,s
2147445644,7000000,0.017822027,n
2147470852,7000000,0.016786099,n
,,,
,,0.018576741,
