Numero a buscar, Tamaño n, Tiempo real, Encontrado
0,1000000,0.003559113,n
5000,1000000,0.003026962,n
61396,1000000,0.00307703,n
152503,1000000,0.003006935,n
214826,1000000,0.003782988,n
322486,1000000,0.005840063,n
3128036,1000000,0.003106833,n
6337399,1000000,0.003241062,n
10393545,1000000,0.003032923,n
14700764,1000000,0.003191948,n
187645041,1000000,0.003154993,n
450057883,1000000,0.003066063,n
1295390003,1000000,0.003250122,n
1360839354,1000000,0.003957987,n
1493283650,1000000,0.002739191,s
1843349527,1000000,0.003576994,n
1980098116,1000000,0.003617048,n
2109248666,1000000,0.003504992,n
2147445644,1000000,0.003174067,n
2147470852,1000000,0.003046036,n
,,,
,,,
,,0.003397667,
