Numero a buscar, Tamaño n, Tiempo real, Encontrado
0,6000000,0.016163826,n
5000,6000000,0.019526005,n
61396,6000000,0.017436028,n
152503,6000000,0.018464804,n
214826,6000000,0.01722312,n
322486,6000000,0.016546011,n
3128036,6000000,0.017067194,n
6337399,6000000,0.020553112,n
10393545,6000000,0.017121077,n
14700764,6000000,0.017162085,n
187645041,6000000,0.023409128,n
450057883,6000000,0.017119169,n
1295390003,6000000,0.017377138,n
1360839354,6000000,0.018357039,n
1493283650,6000000,0.008499146,s
1843349527,6000000,0.016908884,n
1980098116,6000000,0.017153978,n
2109248666,6000000,0.019150972,n
2147445644,6000000,0.016026974,n
2147470852,6000000,0.017126083,n
,,,
,,0.017419589,
