Numero a buscar, Tamaño n, Tiempo real, Encontrado
0,2000000,0.005799055,n
5000,2000000,0.005903006,n
61396,2000000,0.005809069,n
152503,2000000,0.021535873,n
214826,2000000,0.005923986,n
322486,2000000,0.005908012,n
3128036,2000000,0.005867004,n
6337399,2000000,0.00595808,n
10393545,2000000,0.008276939,n
14700764,2000000,0.006593943,n
187645041,2000000,0.00603199,n
450057883,2000000,0.007199049,n
1295390003,2000000,0.005908012,n
1360839354,2000000,0.008522034,n
1493283650,2000000,0.00378108,s
1843349527,2000000,0.005987167,n
1980098116,2000000,0.005982876,n
2109248666,2000000,0.005862951,n
2147445644,2000000,0.005918026,n
2147470852,2000000,0.006029129,n
,,,
,,0.006939864,
