Numero a buscar, Tamaño n, Tiempo real, Encontrado
0,9000000,0.025803089,n
5000,9000000,0.021711111,n
61396,9000000,0.023254871,n
152503,9000000,0.024061918,n
214826,9000000,0.021579027,n
322486,9000000,0.030780077,n
3128036,9000000,0.027554989,n
6337399,9000000,0.021872997,s
10393545,9000000,0.023601055,n
14700764,9000000,0.031137943,n
187645041,9000000,0.023875952,n
450057883,9000000,0.023211002,n
1295390003,9000000,0.023767948,n
1360839354,9000000,0.026813984,n
1493283650,9000000,0.02294302,s
1843349527,9000000,0.022139788,s
1980098116,9000000,0.022587061,n
2109248666,9000000,0.021233082,s
2147445644,9000000,0.022965908,n
2147470852,9000000,0.023538113,n
,,,
,,0.024221647,
