Numero a buscar, Tamaño n, Tiempo real, Encontrado
0,10000000,0.0004448891,s
5000,10000000,0.0004680157,n
61396,10000000,0.0004549026,n
152503,10000000,0.0004501343,n
214826,10000000,0.0004441738,n
322486,10000000,0.0004591942,s
3128036,10000000,0.0004630089,s
6337399,10000000,0.0004169941,s
10393545,10000000,0.0005002022,s
14700764,10000000,0.0005068779,n
187645041,10000000,0.0004839897,n
450057883,10000000,0.0004658699,n
1295390003,10000000,0.0004491806,s
1360839354,10000000,0.0004458427,n
1493283650,10000000,0.0004479885,s
1843349527,10000000,0.0005519390,s
1980098116,10000000,0.0005671978,n
2109248666,10000000,0.0004589558,s
2147445644,10000000,0.0004608631,n
2147470852,10000000,0.0004470348,s
