Numero a buscar, Tamaño n, Tiempo real, Encontrado
0,6000000,0.0004880428,s
5000,6000000,0.0004639626,n
61396,6000000,0.0004599094,n
152503,6000000,0.0004460812,n
214826,6000000,0.0005009174,n
322486,6000000,0.0004630089,s
3128036,6000000,0.0004661083,s
6337399,6000000,0.0006229877,s
10393545,6000000,0.0004558563,s
14700764,6000000,0.0004549026,n
187645041,6000000,0.0005397797,n
450057883,6000000,0.0004611015,n
1295390003,6000000,0.0005218983,n
1360839354,6000000,0.0005309582,n
1493283650,6000000,0.0004611015,n
1843349527,6000000,0.0004529953,n
1980098116,6000000,0.0004570484,n
2109248666,6000000,0.0005059242,n
2147445644,6000000,0.0004558563,n
2147470852,6000000,0.0004281998,n
