Numero a buscar, Tamaño n, Tiempo real, Encontrado
0,5000000,0.0005040169,s
5000,5000000,0.0007350445,n
61396,5000000,0.0004670620,n
152503,5000000,0.0004651546,n
214826,5000000,0.0005040169,n
322486,5000000,0.0005061626,s
3128036,5000000,0.0004658699,s
6337399,5000000,0.0005168915,s
10393545,5000000,0.0004730225,s
14700764,5000000,0.0003950596,n
187645041,5000000,0.0004630089,n
450057883,5000000,0.0004630089,n
1295390003,5000000,0.0004968643,n
1360839354,5000000,0.0004248619,n
1493283650,5000000,0.0004489422,n
1843349527,5000000,0.0004529953,n
1980098116,5000000,0.0009210110,n
2109248666,5000000,0.0004878044,n
2147445644,5000000,0.0004739761,n
2147470852,5000000,0.0004749298,n
