Numero a buscar, Tamaño n, Tiempo real, Encontrado
0,4000000,0.0004777908,s
5000,4000000,0.0006489754,n
61396,4000000,0.0004498959,n
152503,4000000,0.0005230904,n
214826,4000000,0.0004410744,n
322486,4000000,0.0004630089,s
3128036,4000000,0.0005419254,s
6337399,4000000,0.0004680157,s
10393545,4000000,0.0009648800,s
14700764,4000000,0.0004570484,n
187645041,4000000,0.0004549026,n
450057883,4000000,0.0004611015,n
1295390003,4000000,0.0004689693,n
1360839354,4000000,0.0004489422,n
1493283650,4000000,0.0005910397,n
1843349527,4000000,0.0004780293,n
1980098116,4000000,0.0004589558,n
2109248666,4000000,0.0008981228,n
2147445644,4000000,0.0005531311,n
2147470852,4000000,0.0004460812,n
