Numero a buscar, Tamaño n, Tiempo real, Encontrado
0,9000000,0.018332005,N
5000,9000000,0.018321037,N
61396,9000000,0.018223047,N
152503,9000000,0.018575907,N
214826,9000000,0.018347979,N
322486,9000000,0.018397093,S
3128036,9000000,0.003279924,S
6337399,9000000,0.013101101,S
10393545,9000000,0.014261961,S
14700764,9000000,0.018333912,N
187645041,9000000,0.018334866,N
450057883,9000000,0.018258095,N
1295390003,9000000,0.017182112,S
1360839354,9000000,0.018244982,N
1493283650,9000000,0.001535893,S
1843349527,9000000,0.005306959,S
1980098116,9000000,0.018643856,N
2109248666,9000000,0.013632059,S
2147445644,9000000,0.019276142,N
2147470852,9000000,0.017550945,S
,,,
,,,0.015356994
