Numero a buscar, Tamaño n, Tiempo real, Encontrado
0,2000000,0.004876852,N
5000,2000000,0.004478931,N
61396,2000000,0.004385948,N
152503,2000000,0.004724979,N
214826,2000000,0.004824877,N
322486,2000000,0.004434109,N
3128036,2000000,0.003172159,S
6337399,2000000,0.004508972,N
10393545,2000000,0.004376888,N
14700764,2000000,0.004822016,N
187645041,2000000,0.004469156,N
450057883,2000000,0.004617214,N
1295390003,2000000,0.004441023,N
1360839354,2000000,0.00441885,N
1493283650,2000000,0.001511097,S
1843349527,2000000,0.005750179,N
1980098116,2000000,0.00441289,N
2109248666,2000000,0.004290104,N
2147445644,2000000,0.004425049,N
2147470852,2000000,0.004389048,N
,,,
,,,
,,0.004366517,
